ID,start_time,end_time,longitude,latitude,update_times,k,utilization_ratio,refill_times,average_cost
imNllj1IFv.khv8iwlrIsur8NIG4esy0,1477914034.0,1478086834.0,104.0817141,30.6399288,24,3,0.4166666666666667,12,0.009599985787644982
qeHmxs.BOC2qrB1gnleHfzn7zOv7kqI5,1477914098.0,1478086898.0,104.0279388,30.7059570,246,3,0.6260162601626016,38,0.0089146452388022
kfEgolaEEG4iew-hnsqIonj7EDI5ejy.,1477914109.0,1478086909.0,104.0452361,30.7159302,958,3,0.0918580375782881,26,0.013049478527928444
rfNlxx2FIv-qfH.qpkiCkwj@JEu.ooD3,1477914114.0,1478086914.0,104.0762812,30.6656401,268,3,0.291044776119403,35,0.008722758546137988
msLnAi_JGJ-tdE0doxgFpwv.MHG0hfJ7,1477914144.0,1478086944.0,104.0653546,30.8102924,11220,3,0.09910873440285205,3,0.029699499104603618
xqNiti1HID_jjucdwlsEqsq2GzC6seA3,1477914147.0,1478086947.0,104.1020420,30.6428556,1010,3,0.5445544554455446,24,0.008464943488488101
tpDgAv2MzI1igucrutrNlok0CEv8rpGa,1477914161.0,1478086961.0,104.0467669,30.6996492,8950,3,0.05541899441340782,6,0.02672600924094629
qnJtmn@OCH2kfz7ipwgLjAp0DHD6odD.,1477914173.0,1478086973.0,104.0538054,30.6717373,10,3,1.0,5,0.004690024070441723
rfFnpi8AIw_fey.pCmqDjrl5zBx0pov5,1477914188.0,1478086988.0,104.0492451,30.7544761,416,3,0.6394230769230769,29,0.007200476829893887
pgInpn4AJy.qsH7rureCkpi3JJwbhfyc,1477914188.0,1478086988.0,104.1036892,30.6331035,558,3,0.13261648745519714,33,0.012795350724650966
vlztpw@BNx4rrz5pzsjLhvs5zAu8onD9,1477914208.0,1478087008.0,104.0909058,30.6479581,1506,3,0.38247011952191234,21,0.008742496306954785
xlDjoo7MEJ7pexcfrjfDsxj1LCu4ekx-,1477914239.0,1478087039.0,104.0492802,30.6680667,668,3,0.6047904191616766,11,0.00948622518826923
uhAtsj5GAEakgHaisooAsuu0BNH6esv2,1477914271.0,1478087071.0,104.0383204,30.6354119,202,3,0.39603960396039606,32,0.007945541661269593
knBrnl6LLF1kmv9qyroJlqraOIF5rmD9,1477914283.0,1478087083.0,104.1100305,30.6726053,378,3,0.7883597883597884,31,0.008420902920305413
ukKgAp1BJB3fdu_ppmkMkAk8Kzxcgny.,1477914287.0,1478087087.0,104.0915753,30.7026794,0,3,0,0,0
tkAlnu2AGvctny_mzwpKpnl-EGD1ssx7,1477914290.0,1478087090.0,104.0549892,30.6744182,44,3,0.2727272727272727,19,0.008545461407100613
uqGhll1HIv.hjv.iztqGmotaBCG2mszb,1477914308.0,1478087108.0,104.0624409,30.7246826,216,3,0.32407407407407407,39,0.00727268289429722
tqFhyx3CDx0foA.opsnFtlx8ALH0hkAc,1477914329.0,1478087129.0,104.0957950,30.6913670,380,3,0.4263157894736842,36,0.007941056729147309
oqLgpx5LDz5gdubnwllyunk-FzD3tqx0,1477914345.0,1478087145.0,104.0377589,30.5901596,2942,3,0.037389530931339225,12,0.018736167591163935
xgCmuvaHMD-hlw2nBtrIoxs1IBw6lkA9,1477914357.0,1478087157.0,104.0060824,30.6847187,3814,3,0.07498689040377557,14,0.021541374918673136
qfGmxt4HIJ0gqv8iAspFhpobBLy7sfI3,1477914359.0,1478087159.0,104.1559406,30.6285530,3902,3,0.318298308559713,2,0.012959250457096044
mjLoyx.AOu.lqF0kxosMrpk0BCybmqH_,1477914377.0,1478087177.0,104.1099524,30.6749650,2490,3,0.046586345381526104,14,0.01804393746078493
nlGinv.GNI0qhJ8eusiNmzx0KIFaerv_,1477914394.0,1478087194.0,104.0160384,30.6355588,148,3,0.0945945945945946,4,0.01164865239548522
lfygnk.AHHapgB6hvjlznqn7CDw-rhA7,1477914400.0,1478087200.0,104.0007448,30.6561972,368,3,0.2717391304347826,36,0.007482606198881632
ojMsom7LMybkrzaitonFpzl7DIu3krv4,1477914402.0,1478087202.0,104.1188487,30.6825961,5730,3,0.16300174520069807,2,0.013478778393688834
kkLosl9NLEcplB6rrvkLuyk-CBC5ogE9,1477914424.0,1478087224.0,104.0611388,30.7050927,2,3,1.0,1,0.0034499680623412132
mkDqAx0MLD.elH9mvxgDfwo7EKxaiiy8,1477914427.0,1478087227.0,104.0604054,30.6533569,0,3,0,0,0
rnzgAi@MEH0rlB4hvqoHnyi.DEG0qnG8,1477914505.0,1478087305.0,104.0468426,30.7616072,1276,3,0.11128526645768025,4,0.015348897441100552
meDivv6KLF_soH1rrvrMlyv_KHG_gqI0,1477914522.0,1478087322.0,104.1065193,30.7113227,92,3,0.8043478260869565,33,0.009001078306818785
iqLupj3IGC3rku8cpueCqvo0CFvajiE.,1477914542.0,1478087342.0,104.0550663,30.6798247,50,3,0.36,20,0.007484010420739651
ttyqxraKIA6odC4orntElxlaMBzcjlI5,1477914551.0,1478087351.0,104.0379720,30.6759781,1534,3,0.08213820078226858,3,0.017171714399034227
woDhrt9GBH5joA8ctpjNhxm-JGH3qhC4,1477914555.0,1478087355.0,104.0954585,30.6609859,88,3,1.0,25,0.01131590794433247
tqKoxibCCw3kjw-jyxhIprp.GLy8nkJ.,1477914560.0,1478087360.0,104.0965380,30.6978725,424,3,0.15566037735849056,27,0.006932078285213068
ikJhmw1BKI-rru7osuhBksl9zIxarlE7,1477914572.0,1478087372.0,104.0427643,30.7426264,9610,3,0.05785639958376691,5,0.028053425110946335
vlHmpr3LHA5pmF8jylpFiyk2GCu.roD2,1477914576.0,1478087376.0,104.0414194,30.6830457,1868,3,0.5053533190578159,4,0.00990513346718357
qsyunwaDICckjB4ntnoGfou6MGz0lsw3,1477914617.0,1478087417.0,104.0414286,30.6969257,254,3,0.8976377952755905,34,0.010424805988418306
xfNrmn5ABI9kdI9cyogNiwlaNAFakiE7,1477914625.0,1478087425.0,104.1692364,30.7016345,70,3,0.5714285714285714,23,0.008621412728513989
xoGlyw3CGB_rlJ5htnsJslv9zJJ1hiw3,1477914650.0,1478087450.0,104.0530719,30.7020499,1392,3,0.04885057471264368,22,0.01677399034205096
omJnpx2OIG2jrI0oxijBoui5GzFapiu0,1477914693.0,1478087493.0,104.0960305,30.7158470,88,3,0.18181818181818182,30,0.007756819038397886
rfNhop2CLx9rnz5csttzopi3GIE8hgA6,1477914703.0,1478087503.0,104.1280210,30.7139560,1188,3,0.09259259259259259,20,0.013942425358752009
xoIfxi6HEGcfqy7qrplEgnk6IEA3fkyc,1477914719.0,1478087519.0,104.0450740,30.7659814,5334,3,0.1994750656167979,3,0.012605978692118755
mfzgqx4zGC8hkv7lsxmBgoo.MDz0shF2,1477914725.0,1478087525.0,104.0628213,30.6229630,978,3,0.3149284253578732,17,0.007755724915088077
tsMfmj4LEC.mgD4kvwlLppl6Dzzbndy0,1477914727.0,1478087527.0,104.0390225,30.6986178,964,3,0.08298755186721991,2,0.014388999472762539
trNpzt0COI.elJ0jnkhElvr@AHG2lnH_,1477914783.0,1478087583.0,104.1392366,30.6062399,1902,3,0.08727655099894847,2,0.017229452206274313
rlKnpm7OKv4jiE3loooClqraGLw3hlI1,1477914808.0,1478087608.0,104.0340208,30.7477321,7276,3,0.1616272677295217,3,0.01321518698342681
ohzisl4GHI_spwacnsrHqli-MEy8tsEc,1477914812.0,1478087612.0,104.0680712,30.6695004,12,3,1.0,6,0.004558377744009097
ntIowk@GFx2pmF8prjpGkqm8DNxapqD.,1477914814.0,1478087614.0,104.0783836,30.7160367,752,3,0.6436170212765957,16,0.008177258349221913
viAruvaBBD4ggw2lAjmEopp_Bzu0jsAc,1477914827.0,1478087627.0,104.1008279,30.6613010,0,3,0,0,0
pqGlxo-JCx.tjDchBmgKjuj9AMBandz6,1477914828.0,1478087628.0,104.1360198,30.6078348,2278,3,0.033362598770851626,2,0.01888191781257777
reGtxi6AzJ8gkx9pxwsEkto.JIJ6lhI1,1477914842.0,1478087642.0,104.0747179,30.6759934,20,3,0.6,10,0.009529979433864355
xgNuwr0GCw5qsG1ixsgBmyo2NKx-ijB.,1477914846.0,1478087646.0,104.0745817,30.4872538,29754,3,0.06916717080056463,4,0.03898076933379867
xjzmsq2NIu8hiA_rxrtGfzu5JAx5niHa,1477914884.0,1478087684.0,104.0393042,30.6368504,1952,3,0.06557377049180328,20,0.017997130062660113
qrMptk@zEJ9gny4hnkjMklt2DGw7gdD5,1477914910.0,1478087710.0,104.0715419,30.7087169,1818,3,0.47854785478547857,15,0.00916957986880221
lfHgnj-IHGbfkwbqtkjHtwn4AJI7ppJ.,1477914923.0,1478087723.0,104.1065284,30.6899056,866,3,0.5565819861431871,4,0.008839142227042079
qezupm6EDv9jeH5rorrMsyt9LBz2klx1,1477914951.0,1478087751.0,104.0757095,30.6754637,48,3,0.20833333333333334,17,0.008110408089123666
tfJkAi1KzI-mfD1hwsmLsymbKEz-qhCb,1477914957.0,1478087757.0,104.0966255,30.6749061,1230,3,0.2926829268292683,15,0.008115529771742782
kpBqtx9CFG6nlF6ryljMrqw@EIubkoBc,1477914959.0,1478087759.0,104.0955574,30.6248061,320,3,0.7875,39,0.009921877062879503
mmymrq6ELA_mdA1nprnKgzr9GAx5fhw-,1477914963.0,1478087763.0,104.1005357,30.7160488,5334,3,0.1308586426696663,12,0.02270532406330176
teHlsoazHB0lqEcqyspAgAq2JHI2nfD5,1477914980.0,1478087780.0,104.0442620,30.6634581,3734,3,0.2185324049276915,3,0.011536741307993974
mrKhrp6MOx6rdD4nxknBkoj3FMy2nsvc,1477914983.0,1478087783.0,104.1119325,30.7146643,30766,3,0.060651368393681335,4,0.037987596410290515
xqFssn_KJx_jfE9fCxiBnuu7KDG6gsG.,1477915008.0,1478087808.0,104.1148794,30.7142601,6,3,0.6666666666666666,3,0.007699903411169847
vjzgrj0NHv7olz7lwnoMfor3HODbsdBa,1477915014.0,1478087814.0,104.1130503,30.6204241,6518,3,0.19331083154341822,3,0.013595306488561571
vnzsnx5CBBcfhw1rrroEivt8DzI5kiG-,1477915020.0,1478087820.0,104.0048938,30.6797444,4200,3,0.1680952380952381,3,0.011931359324426878
tfymtq-MKu6frA1inupyknn0GAA_niE3,1477915021.0,1478087821.0,104.0385639,30.6576646,182,3,0.6373626373626373,37,0.009216475658691846
lkKlxs4EHx_orA5jwsoFqpl0LFIcllF2,1477915030.0,1478087830.0,104.0487510,30.6513355,12,3,0.8333333333333334,6,0.011374999303370714
lqMimu4INE1oqD0gBrsChmt_IDG0ggA_,1477915031.0,1478087831.0,104.0954585,30.6609859,0,3,0,0,0
tnMqAr7MEubmsy3moufKrnp1KBw3seu8,1477915054.0,1478087854.0,104.0966472,30.6726221,98,3,0.673469387755102,30,0.010428562931412337
woKqpo9KHwbogI-rzjtFjmv7MKI3nqu4,1477915059.0,1478087859.0,104.0893122,30.6932128,366,3,0.0546448087431694,40,0.01469070901025514
xkNfsl9ANHaqrJ8pwjmDjlx4LIG7qqCc,1477915068.0,1478087868.0,104.1093148,30.6692948,36,3,1.0,14,0.012394415939019786
keGlrj1IOI8oiw8gstizsxq@MBH-iru2,1477915084.0,1478087884.0,104.1079528,30.6551335,22,3,1.0,11,0.005740947513417765
mnLjpsaMJu3piyanslmAlts-OHAbgdJc,1477915084.0,1478087884.0,104.0862530,30.6887158,374,3,0.25133689839572193,41,0.007311506620184942
utDjzi2BJvbfeG7npnhCkrpaMOv5kpA.,1477915125.0,1478087925.0,104.0419308,30.6408679,294,3,0.3673469387755102,34,0.007032646423801273
stCfwr.IHG.plv5kvsnIhnl6HLF9kjva,1477915131.0,1478087931.0,104.0568592,30.6687925,690,3,0.6550724637681159,20,0.008540721340239912
kgyuvx5JFA3kewbnAwtGior9HDwaogH9,1477915136.0,1478087936.0,104.0794895,30.6704563,674,3,0.543026706231454,21,0.007795111223701553
xeDiti5OHD.hjDcczksGmpp4MzA7ihF1,1477915151.0,1478087951.0,104.0581595,30.6792428,2708,3,0.28729689807976366,19,0.010354211124037139
smKkyn9FAA-sezafrloDppxbGCC3tou8,1477915152.0,1478087952.0,104.0745041,30.7206961,432,3,0.09722222222222222,31,0.011622215862627383
weIonk4OIu7riz_jswqzktj_LKJ0qiC-,1477915160.0,1478087960.0,104.0694373,30.6525490,6196,3,0.14428663653970303,7,0.023820171516876862
ifFhoj0EAD3qkA-hopoJkmn_ELy3nsD7,1477915165.0,1478087965.0,103.9244280,30.6916684,1738,3,0.1323360184119678,20,0.017366050801511053
uhJgst_OJH0ngE.lyjqGgAs-zFC1fqy1,1477915172.0,1478087972.0,104.1018095,30.6849404,10,3,1.0,5,0.0038500642403960232
jsBpssbDGz3snD2mxjhGqop1FBu7loGa,1477915178.0,1478087978.0,104.1289895,30.6048599,1142,3,0.19089316987740806,18,0.007103767120418009
mrHmow.DzG_iqIcislfIrto3NLI8hhz6,1477915181.0,1478087981.0,104.1014330,30.7084000,16,3,1.0,8,0.010912510333582759
xfzsut@FAv7hjvbpntoMhvo4GCwcefI3,1477915183.0,1478087983.0,104.0295993,30.7500109,23394,3,0.0763443618021715,2,0.037123108191280785
kqGoti7BAu7ifx_ourrztrr@AMG2irE7,1477915183.0,1478087983.0,104.0456119,30.7133005,158,3,0.31645569620253167,38,0.008041780335899395
nrIoxq9DIB4qfz1mqseHrvw6OBEctoC.,1477915192.0,1478087992.0,104.0356023,30.6874408,1286,3,0.4059097978227061,4,0.008631182775121548
rhEsro_KCBchjGbkwiryilu@ENw7jju.,1477915201.0,1478088001.0,104.1057368,30.6596478,570,3,0.3929824561403509,19,0.00735808229237272
tsyrpjaAHy6jnEamowtLmti2KHD8jjD4,1477915213.0,1478088013.0,104.1310601,30.6850079,1426,3,0.12342215988779803,2,0.016062983493274927
nrIupv-MzJ6iozblsmsDgxt4JJG7kow4,1477915225.0,1478088025.0,104.0411401,30.6359816,7078,3,0.1624752755015541,3,0.01451193737131908
slNpAq-OEz4nqDacBsfKpyrbLNI2hdy.,1477915228.0,1478088028.0,104.0344340,30.6818708,984,3,0.3597560975609756,21,0.00855945073431585
nnMtzr9EBI-oeu9gvpgFqqt8HII9ppD4,1477915261.0,1478088061.0,104.0546035,30.6918068,3058,3,0.275997383911053,14,0.009667001782805018
poLjrr2JNv8irx7kCtfCjts2LIIandJc,1477915336.0,1478088136.0,103.9796053,30.5591784,20584,3,0.07306645938593082,2,0.03585287533484014
okEsov6KOH.qlBamymrMfqx7Ozy5sex7,1477915360.0,1478088160.0,104.0393042,30.6368504,204,3,0.17647058823529413,42,0.007320575498263625
urHmss8ELA.ikH8hpntCjxv3MGw5fsE.,1477915417.0,1478088217.0,104.0701856,30.6766211,156,3,0.3076923076923077,43,0.008945508549610773
ofMkrs4IJC7geFanvolzpAo-ADC0jpG-,1477915419.0,1478088219.0,104.0749277,30.8049181,13672,3,0.024429490930368638,2,0.031850481210489015
vtLiwi-zEH5khF1isrszgxobMLw_rrH_,1477915426.0,1478088226.0,104.0429594,30.7097361,534,3,0.6704119850187266,29,0.007600559284457107
klCmml1zCIcogEaouofDlxn8DOG2omIc,1477915471.0,1478088271.0,104.1126614,30.6703133,14,3,1.0,7,0.011485668697527476
rjCkznbMMw-erz2dumjGimw3NNC9ndx-,1477915492.0,1478088292.0,104.0748281,30.6667995,224,3,0.044642857142857144,35,0.014083911082707345
lnKfwoazOx3foB-eCwiEiwr6NHz2isy7,1477915501.0,1478088301.0,104.1184074,30.6456958,2270,3,0.43348017621145374,2,0.01070348275127915
tkNsoi@EHwchqCbcsksKntw5KAF6trx9,1477915525.0,1478088325.0,104.0490266,30.6667057,70,3,0.22857142857142856,6,0.006015711863126073
mmBuqn.zKD5oeH_jxueFftiaKFIbjrD6,1477915531.0,1478088331.0,104.0549892,30.6744182,102,3,0.5882352941176471,7,0.01020784781990098
kqzkmo6KGG1gsF3nuuoysli1ENF7mmv7,1477915538.0,1478088338.0,104.0160384,30.6355588,492,3,0.8130081300813008,6,0.008949597282865185
whHnyj8HED1piG2mvjezqqr8KzH_gnC.,1477915556.0,1478088356.0,104.0452361,30.7159302,68,3,0.35294117647058826,6,0.007070577018620337
jpCrnj.BHu6khD-osxoFiwo8OLE9liA1,1477915570.0,1478088370.0,104.0863094,30.6820927,1110,3,0.25765765765765763,2,0.00916441172562741
rrFqvm.zAH6srJ-cpkmGlqu.GJF4kqwa,1477915607.0,1478088407.0,104.0677891,30.7336792,846,3,0.06619385342789598,2,0.0142898260842542
rkDsyl2AGC8hsG0eoniFopsbIEC6jlIa,1477915613.0,1478088413.0,104.1069813,30.6282737,3488,3,0.3216743119266055,2,0.011673509882904009
mfHlAn_HKz4fnw6fqqmNfxp3AAv.jhI5,1477915661.0,1478088461.0,104.0466902,30.6770268,1636,3,0.5024449877750611,20,0.009781542099775487
qgLuvp4FIC5qiC5hwlgKgnq_JOF7iiH3,1477915675.0,1478088475.0,104.0774035,30.6967130,1998,3,0.17417417417417416,2,0.010232279264555501
pozhyj1BGH6heC5iuvhJolx3LzAbfiAc,1477915680.0,1478088480.0,104.1735524,30.6487851,0,3,0,0,0
ogLqyn6IFE6pnC_kAneHqurbEII2fiI6,1477915712.0,1478088512.0,104.1213498,30.6747179,8,3,1.0,4,0.0034875120036303997
vnGiok8LCz0isB9qpwlKfAr4CLx6hiEb,1477915728.0,1478088528.0,103.9641970,30.5757572,3852,3,0.1822429906542056,2,0.011525702866341683
orGmtm_Nzy.tjz7dAlkIqzq_OHy5jlC-,1477915768.0,1478088568.0,104.0488690,30.5918116,1990,3,0.032160804020100506,2,0.018204212301041012
loHmtm3ICB3qqx2czjmJmuo5zNF3hnw_,1477915770.0,1478088570.0,104.0924023,30.6795374,106,3,0.20754716981132076,32,0.00783488514639859
unHiwx-IDJ9lrH9oClmLmyx7EMC2hsG8,1477915781.0,1478088581.0,104.0795941,30.6735183,64,3,0.59375,23,0.011503125278977677
lfCluq9BBF2jmB.cykkyksp@MNx9omH3,1477915783.0,1478088583.0,104.0441001,30.6954127,14,3,1.0,7,0.010085741191038064
spGlsl_EFE.ioD6krtiBfombBEB6ghvc,1477915791.0,1478088591.0,103.9972587,30.6832954,2394,3,0.4051796157059315,18,0.0099837531996214
lgInAn4CGA0kpv5pxusMrqk0EME0glG_,1477915812.0,1478088612.0,104.0301527,30.6732409,42,3,0.6666666666666666,20,0.009533350488969259
opzpom6CII_mhx_jqmqzisl_BMIbfjv2,1477915815.0,1478088615.0,104.0442797,30.6821454,1282,3,0.5538221528861155,6,0.009645315071687033
snyins2KHz7khI7itnfzfym_KNCcoiv5,1477915817.0,1478088617.0,104.0184119,30.6913749,540,3,0.13333333333333333,26,0.012663710448477002
kpEnwt7KzB0omHcmtklBqyp6HKE6pgG1,1477915824.0,1478088624.0,104.0683208,30.7188487,4,3,1.0,2,0.004000088665634394
xhLixm.FOz4sdu1iBlgLslp2JNC_lhG7,1477915832.0,1478088632.0,104.0802780,30.6868710,174,3,0.5402298850574713,4,0.008913790057787951
kiMqrobKNJ1qfy9rAnqEhli.HEvatqy0,1477915868.0,1478088668.0,104.0753370,30.6740730,268,3,0.17164179104477612,33,0.006942541526157909
ksIktn1BJu3jezajzjfBmxr@BHw7srz0,1477915868.0,1478088668.0,104.0547788,30.6514584,142,3,0.5915492957746479,34,0.009087319354670989
rlAgol@HDD7pdz5nCvrBtumaKEz-kqJb,1477915901.0,1478088701.0,104.0817129,30.6937149,310,3,0.3032258064516129,34,0.0075100072389168125
tlGuri3Fzy_hev3joukAgru_CzG0ssG.,1477915943.0,1478088743.0,104.1001081,30.6299370,840,3,0.29285714285714287,25,0.007397502139654189
vqIpsl5HKE3gnGalsjhMglx3BExafrC7,1477915969.0,1478088769.0,104.0717077,30.6652913,436,3,0.027522935779816515,26,0.01392705331838459
ssAgvo4KOC6jrG2mBrgCjAx1OJw3jgC6,1477915972.0,1478088772.0,104.1523889,30.7429301,10,3,1.0,5,0.003110012039542198
riMkqn@HzE_reIccAklLnys0zLv.kku.,1477916015.0,1478088815.0,104.0241873,30.6902661,126,3,0.19047619047619047,36,0.008102395527419589
urMhAt7GzH.nkx9kxvtMjpu1MCDbjmD8,1477916017.0,1478088817.0,104.1696586,30.7740351,11266,3,0.11255103852298953,2,0.03218697231066506
wmyjyj@NHDbrox3cAopGnpk7LOG4hjE-,1477916024.0,1478088824.0,104.1119325,30.7146643,102,3,0.6274509803921569,8,0.007009809361953362
ltMgps0DMw1rhI8gzitDqvo1IFC0rdD7,1477916059.0,1478088859.0,104.0817141,30.6399288,162,3,0.345679012345679,37,0.01023394302867445
irziqibFCu_iox8grlgMspo8OGI6rlH2,1477916063.0,1478088863.0,104.1305959,30.6607657,1370,3,0.10656934306569343,2,0.016646863498391895
nkNqtraGEv.hkCbiAxlygvo_LOF7ljC3,1477916112.0,1478088912.0,104.1399021,30.5925408,3210,3,0.3414330218068536,2,0.011187008468904228
klyulv0DMEbmhG3kvjeBkvm6CDJbtmvb,1477916154.0,1478088954.0,104.0696959,30.6822647,1728,3,0.24768518518518517,16,0.008703241797371043
xrGjrx_FCu_rsI1jBlmDjvx1AFE0smz8,1477916155.0,1478088955.0,104.0863899,30.6822297,536,3,0.8544776119402985,2,0.008683947502260111
phJfui8zJJ7heB3ktqrCqwq_OCC7mnF_,1477916194.0,1478088994.0,104.0786797,30.6457733,166,3,0.18072289156626506,26,0.006424690910940428
ukyjsm5BCIcelF1iAjtHhlt7NCG1qlGc,1477916203.0,1478089003.0,104.1049397,30.6566686,2,3,1.0,1,0.0038999132812023163
lrIflvbJCEasmy0jrmrJovt_FGB.lqF8,1477916226.0,1478089026.0,103.9742716,30.6684853,5400,3,0.13074074074074074,3,0.024092404292551457
isFilu0MMG1qkA6eBkeAkuw6INB2mdu7,1477916259.0,1478089059.0,104.0787595,30.6725658,2,3,1.0,1,0.0037499703466892242
ojIpmk3KOybkfE0qyulNjrxaIED2rqD1,1477916266.0,1478089066.0,104.1163874,30.6808838,8,3,1.0,4,0.011562457075342536
ofNrun3ICx4mrB5iqjqJumn6COv2mdE5,1477916270.0,1478089070.0,104.0957950,30.6913670,216,3,0.8518518518518519,35,0.010473603011902284
ngGpxo4HDEbtly8jzwhDlsj5MMCbmhy5,1477916286.0,1478089086.0,104.1119325,30.7146643,0,3,0,0,0
srLmnj5HJy9gsA.qoshHqxu_OzH0hlC8,1477916287.0,1478089087.0,104.0614986,30.7701727,2394,3,0.0835421888053467,13,0.017920724110819443
qpHtwi0CMDbkjB8guvgFomn6AAv-poD7,1477916347.0,1478089147.0,104.0733689,30.6712689,2026,3,0.23790720631786771,17,0.009231394394011277
njDonp@FHB5igx2osmlKpst0EFD6tqI_,1477916369.0,1478089169.0,104.0502585,30.6751049,334,3,0.9580838323353293,40,0.009917968488158936
plDozj1BJF8ohy8irkhEkpv4HBz-gjD-,1477916402.0,1478089202.0,104.0637507,30.7050601,16,3,1.0,8,0.006737507646903396
jhFkqx1LIx4siGcnuppGhys4OMw1edv-,1477916420.0,1478089220.0,104.0850109,30.6746432,3042,3,0.30703484549638393,2,0.011679028172503953
mqGmln.OCI0kiybepvjJroj-NHI7pgJ2,1477916437.0,1478089237.0,103.9629161,30.7942190,9108,3,0.11330698287220026,2,0.029456434316596128
npJurlaBED8ohx8knkgIrtt2LHJ5gkG1,1477916445.0,1478089245.0,104.0938007,30.6528136,426,3,0.6948356807511737,30,0.008816897493083153
wqCpAi-OKz0ekG5cnqlNfzw0OFubpiu1,1477916447.0,1478089247.0,104.0579156,30.6730409,154,3,0.42857142857142855,32,0.00862466993850547
xfKpyw2OOx7isx1dAolLlmi.LIA2riw8,1477916466.0,1478089266.0,104.1305959,30.6607657,2,3,1.0,1,0.0038499711081385612
tqNgqp1JAI5lgE0kyimEmxnaEKJ5kkD2,1477916469.0,1478089269.0,104.0088957,30.6673971,2694,3,0.24647364513734224,2,0.01016878407122187
ukAsxs9BFz4gnu6jyomIpop7NNG2elEc,1477916473.0,1478089273.0,104.0442623,30.6801323,744,3,0.13440860215053763,26,0.013184402593641833
xpMpwp@CIv5jow0hqunGlup7zCG9nlv2,1477916474.0,1478089274.0,104.0325831,30.6499932,692,3,0.5664739884393064,8,0.009225290120616986
neHist2zCI6oeD1dpnnMslm6LLD8jmu6,1477916495.0,1478089295.0,104.0742391,30.6948681,868,3,0.5645161290322581,16,0.007896431698141972
wpEswnaEFD2tiD9oqpgDnov-FDB8rhu9,1477916498.0,1478089298.0,104.0983786,30.7001906,0,3,0,0,0
jeKfrq1LNC7sfGcpCuhDsnr1EFD_nev.,1477916499.0,1478089299.0,104.0723834,30.6698048,2318,3,0.17083692838654013,3,0.009972476372310475
oqCsox5OLA9hhF.hvxjCnsp1FACcpkG5,1477916511.0,1478089311.0,104.1622312,30.7018364,24428,3,0.0932536433600786,2,0.03685656672598898
ogKort6BCJ1qev.oyvjDrvo7BAE6jfB3,1477916527.0,1478089327.0,104.0849264,30.6347742,18,3,0.6666666666666666,6,0.010577780711981984
tmKgom@zHEcknG_rvslKozp3ELG5lrv1,1477916530.0,1478089330.0,104.1049397,30.6566686,210,3,0.13333333333333333,31,0.01376282335037277
upGnwi4BGD_mlw.nwwhHmqw5GII.jowa,1477916537.0,1478089337.0,104.0966010,30.6507739,5134,3,0.11920529801324503,3,0.02497128861472678
vhLjzi7CGC6iqz4hqxmLmvj7JKx_ejA-,1477916555.0,1478089355.0,104.0910298,30.6836121,0,3,0,0,0
rpAolw8JMy2khF8culeCnnv5LKx.elv2,1477916564.0,1478089364.0,104.0455301,30.6180476,1586,3,0.058007566204287514,14,0.015876286464636444
xnFmAr4NzF2hlJ1opxkAjsu2KAG5sdB.,1477916593.0,1478089393.0,104.0483368,30.7182435,198,3,0.29292929292929293,36,0.006712125285030014
woMqmo@IzvbrfA5hCqhErot-CNv9tpv-,1477916605.0,1478089405.0,104.0662596,30.6658784,8260,3,0.024939467312348668,3,0.027708959828872802
jfyfwjaCOCcmlC7oyvqJmrtbHMCaqoH6,1477916652.0,1478089452.0,104.1116870,30.6671699,24,3,0.8333333333333334,11,0.008620835918312272
poMpsp6EED_isv8kunoyhsm0HAv3omv6,1477916655.0,1478089455.0,104.0502585,30.6751049,516,3,0.49224806201550386,40,0.007894771379353696
ptJnuo4JJx0hqG_iqqhHfno4GCIaprz5,1477916660.0,1478089460.0,104.0123880,30.7070411,74,3,0.08108108108108109,23,0.015416195163050213
nmBkvk_JLF1qoE2juriDuls_NDC7noC3,1477916661.0,1478089461.0,104.0410282,30.8023676,628,3,0.2802547770700637,22,0.006370221199408459
jhNkpp6CKzbqeB4lpstNfmn_MNv6fgH5,1477916684.0,1478089484.0,104.0674967,30.6562044,0,3,0,0,0
vmEjyj2HNv3klu2lsxoDuwu9INF9erD8,1477916711.0,1478089511.0,104.0881861,30.6849598,1902,3,0.2544689800210305,16,0.00879810226946035
lgLtmj2EGz9spF3kuuoIpyx4HME2mfz2,1477916731.0,1478089531.0,104.0376928,30.7953441,928,3,0.4396551724137931,23,0.007604524806334541
tjLimn0IIB.gqu_lnlkJlop3DKC0orE-,1477916776.0,1478089576.0,103.9886511,30.7514465,1002,3,0.22355289421157684,21,0.0069302415192692346
wlBitv0DEx3khC_jsumymAk4CzBcsiG3,1477916795.0,1478089595.0,104.0957799,30.5496249,2916,3,0.28052126200274347,14,0.009918382211839999
trzjzt3EGB9gqy7mzqlCrqk-Fzx0nmx2,1477916843.0,1478089643.0,104.0910298,30.6836121,1160,3,0.05344827586206897,3,0.014973279281423009
slKjtr1GCu2siF1knkhFkvs6FCI7idz8,1477916846.0,1478089646.0,104.1132074,30.5924472,762,3,0.7244094488188977,3,0.008472444347822135
ifAjmv8FKC0fpH-iurlBfnw9Ezv7toC-,1477916858.0,1478089658.0,104.1119325,30.7146643,0,3,0,0,0
