ID,start_time,end_time,longitude,latitude,update_times,k
kmGsls6BFI-epF4gqmgJfxs.KNy6nfwa,1477927145.0,1478013545.0,103.9867719,30.5774431,5700,3
ogFtrp5LAu9slvaeAngBqsj7HNG9nkw3,1477927150.0,1478013550.0,104.1604867,30.6283671,7182,3
tpNsyubGBD2sizbgwslzsmlaCLJ4ioz2,1477927155.0,1478013555.0,104.0724022,30.6108690,1648,3
noGjAsbEGG5fmw-rApqypoj1KGG1jgu1,1477927156.0,1478013556.0,104.0732976,30.6875088,54,3
kmLkpx2NBH_qqA1lAsoAiAu3JAzanmu4,1477927183.0,1478013583.0,104.1622312,30.7018364,564,3
vsFkuk1AFC1nsG1jAvezsAn-CEGbjrE2,1477927194.0,1478013594.0,104.0595156,30.6438068,418,3
uhKgro0HKx0fhF0lpsgHlwq9EBy1mmF4,1477927218.0,1478013618.0,104.0890229,30.6663335,42,3
ikLkxj3OMF8hqJ-pBlozkoi6ELE9fewa,1477927221.0,1478013621.0,104.0680722,30.5681348,5644,3
kmDoykbCED6mrFcirltAqls_OzB9pkD7,1477927235.0,1478013635.0,104.0833417,30.7039015,4,3
pgHovj_DHx9thwcltipCiro3CHx_soF0,1477927261.0,1478013661.0,104.0774571,30.6903732,152,3
lqFuqp9JMC-pfC6eoxgKisj0COD6flw2,1477927283.0,1478013683.0,104.0595706,30.6606910,374,3
vpHrql7ALE-prF0gumlBpuxaKIv3ihF1,1477927289.0,1478013689.0,104.0889572,30.6973740,2,3
okMrui.IBG5mhF_hzniMsAr5NACajnA1,1477927317.0,1478013717.0,104.1082021,30.6720945,44,3
tszrsv_JIEaioFbgrpeLrtu1IKy2lkz-,1477927331.0,1478013731.0,104.1113240,30.6889265,10,3
kgzotnbOFD1tev3iCqoEjyw_CNH4squc,1477927348.0,1478013748.0,104.0174274,30.7321401,9686,3
jhDkmx0ECw4niDbnpufNmsx_FLz6gqJ8,1477927383.0,1478013783.0,104.0950442,30.6762108,1130,3
nrDhrr6OLx_loE1mzxgFtrr6OME5ogA0,1477927392.0,1478013792.0,104.1116355,30.6464413,106,3
nkFmqv9BBG.knx8gAwiNptn2KCF6fdI3,1477927402.0,1478013802.0,104.0698116,30.6760321,72,3
qfKmlv1NJw1jkJ5qAnpHgsv-JMA_sfx.,1477927418.0,1478013818.0,104.0765348,30.6659874,332,3
xqGpzs9MIx.ohv6qBmizsts_BFw2mrza,1477927454.0,1478013854.0,104.1100610,30.7408690,0,3
vqDhzk3EHw9qsz1pqvmKqwj-KJx0mnv3,1477927455.0,1478013855.0,104.0427216,30.6812148,1600,3
vjEjyj2EzJ9erx0qwjoEktwaBAF4pdDa,1477927469.0,1478013869.0,104.0955298,30.6610968,996,3
smCtws8MGB5gdA.cxqfLlsp6EHI1peFb,1477927479.0,1478013879.0,104.0976675,30.6752066,48,3
msCjwr-BKy6ehD6rxugEuyt4ADz4kfF8,1477927491.0,1478013891.0,104.1525475,30.6299005,918,3
mjKltj3IDy2osC7oxvfyfqv_FOB_mgF.,1477927501.0,1478013901.0,104.0541090,30.6437861,1658,3
leHtsp0ONxclnA0qnifDluv9BFu0grv0,1477927502.0,1478013902.0,104.0596828,30.6705663,90,3
uiAiqj@MCz-fhy3lyqmImwo1LFu1tdAb,1477927520.0,1478013920.0,104.0863256,30.5496042,5190,3
uiyjmv9Izy.jfB0iuwhFnuj@GMH-pmB7,1477927538.0,1478013938.0,104.0695732,30.6610655,13474,3
kiEmqu.GBF1hew3kwmsMhnv5LDw8oqu-,1477927547.0,1478013947.0,104.0573099,30.7643823,1080,3
poCqmj.DHJ7eqIcppukEusl1zJu9toy-,1477927551.0,1478013951.0,104.1035661,30.6475691,2000,3
sqFuxx6NKJ7qkF5qrshJtxr6AOB.nfJ4,1477927561.0,1478013961.0,104.0563873,30.6602111,4,3
nkNuwkaLJz4lgEcfwnkytvr8EFG8jdGa,1477927570.0,1478013970.0,103.9620582,30.6123573,5294,3
jgFkpr_ENH8elB0jBtnEnmjaJAJ3jmx8,1477927623.0,1478014023.0,104.0206776,30.6893244,1104,3
pnEfyqaOKF9pjy6lyqqEhlo@MBD0isB.,1477927654.0,1478014054.0,104.0641503,30.6515847,17492,3
ngFsuv9DHI4fqC2rsolBfnv4JCG-jfGa,1477927676.0,1478014076.0,103.9924717,30.6840034,5354,3
ijGqvi@DCG2iiv_iqlmJontbFFJ4fhJ5,1477927677.0,1478014077.0,104.0235791,30.6875485,24,3
roGtqs.IMw4jdD9nwvfynnn5HKGbqgya,1477927697.0,1478014097.0,104.0909038,30.6613379,278,3
imLhrp6DGB5jsv-dCwgKhou5FIF0krv1,1477927714.0,1478014114.0,104.0657823,30.6694848,376,3
ngGlyp-MJC.foJ9oulrHnwx2CACcmqu0,1477927721.0,1478014121.0,104.1466698,30.6915071,74,3
mtDsuobCCFarfFaismtDuzi6BOzaepG-,1477927721.0,1478014121.0,104.0601502,30.6608141,30,3
lfHqox4FAJ5toE5ppvjyhsk6FIJbtqB8,1477927756.0,1478014156.0,104.0868094,30.6605860,4,3
qrJnvq.INy8lqwahCxgMili3MKv8qnx2,1477927776.0,1478014176.0,104.0638828,30.6398713,1398,3
leIolx1HFJ3ogH9iwujEnmraCDD.tmH1,1477927792.0,1478014192.0,104.0532409,30.6542225,830,3
umEgxtaDLJ6mgy8fsmiNkpx@LGz7okGc,1477927794.0,1478014194.0,104.0368163,30.6486102,5404,3
ltNgmv0BFu9knx.ensmClli9AOx2ffw1,1477927828.0,1478014228.0,104.0195732,30.6617988,1110,3
qsGozx3LCJ-qfJ.qzvezmAp1EzF8qkw8,1477927836.0,1478014236.0,104.0956203,30.7074515,424,3
nhCnnu2LCEcgeI2lsjgKfso_EDF7mrG_,1477927850.0,1478014250.0,104.0488140,30.6785131,272,3
toBgyj3OIx5sqD2crrlMflj0AzuajmE8,1477927863.0,1478014263.0,104.0873526,30.6687212,0,3
ojItvt1BzA9rrz7htxsIlwi4JIA0pkI8,1477927865.0,1478014265.0,104.0867398,30.6770970,240,3
llEpyo6CBy_gfG7dAmhDklp6IFDajix2,1477927880.0,1478014280.0,104.0157875,30.7008204,1278,3
uiMolx7GOJ-oiH2knpkKoyl-IOz.feC.,1477927883.0,1478014283.0,104.0550361,30.6451674,338,3
ntAtns0zEx-kqy7fqwgBtys4JJv0ogJ2,1477927895.0,1478014295.0,104.0675152,30.6532428,6,3
mnHjplaCCAbjhI4jrqhJrlk_CBu_ekF1,1477927898.0,1478014298.0,104.0010581,30.6785206,1632,3
ljAgpp6IBF6gsw-hpmfIrqt-AOz5sjIa,1477927904.0,1478014304.0,104.0662637,30.7005531,808,3
kjNsot5KMJajsI6lwjkCusw8zLy_ohB6,1477927904.0,1478014304.0,104.0480217,30.6377822,6480,3
ukBprk4BMC.pewadwoeKsml0CGC-qpC6,1477927913.0,1478014313.0,104.0584766,30.6418483,12,3
lsAgpw3ACAaflF1dvvkKolv@EGE5giE3,1477927924.0,1478014324.0,104.0609239,30.7114765,398,3
sjFsmq4AFA-qrD.lzofBtttbBDB9fsw-,1477927953.0,1478014353.0,104.0839256,30.6391357,3038,3
xgzgns0EDw5fnF0mxjnKgxw1OAD2kgv_,1477927981.0,1478014381.0,104.0601673,30.6383419,1960,3
jqKglt7FDC8fhA5frolCllp5HMD2qju_,1477928010.0,1478014410.0,104.0982666,30.7116914,9796,3
klNftl2CIv0rmA3gqwiGioq4ENu1ndw2,1477928029.0,1478014429.0,104.0291867,30.6643650,390,3
jsCrzobDNI2fhI2hClhJron_IKE9qrCc,1477928033.0,1478014433.0,104.0881861,30.6849598,684,3
olNoym8GMvcegu-oslpIhnt5JBD4irw9,1477928038.0,1478014438.0,104.0266225,30.7285485,64,3
qtznwq2CAxcfjv6nvimEkzm6zLFatdE4,1477928048.0,1478014448.0,104.0694373,30.6578865,1542,3
ofMhrx3AMC.klw1pouhClso1IBx-lrw6,1477928054.0,1478014454.0,104.1111072,30.6698486,5608,3
lnLgsi7EAv-okw6rtqgGqsj3EAE3gqD1,1477928061.0,1478014461.0,104.1163874,30.6808838,16,3
ijFjmo7AHE6gsJ0mBrtFtwt7Fzv_hjF9,1477928067.0,1478014467.0,104.0492451,30.7544761,244,3
mpDson2OJz6kgy2ooijEhnw5HAH8ojDb,1477928090.0,1478014490.0,104.0543730,30.6504118,1114,3
xeLoml.GNx5rgF8cvpoFonq5DDF8tnxb,1477928094.0,1478014494.0,104.1826252,30.5697669,3224,3
teNsyp4GJI0pqD4dqpoFhzxbMLD-tnCb,1477928105.0,1478014505.0,104.0549892,30.6744182,76,3
qkyhlnaDHIbliI6ruxtBtxq-EOz3fjva,1477928125.0,1478014525.0,104.0899012,30.6712008,630,3
mmKlsr2MDv6iqA8eronKnlu3MCD1qpG9,1477928135.0,1478014535.0,104.0158907,30.6531435,2396,3
ulIuql@GFz7imx5dxugzqvmbNIz1nsI3,1477928142.0,1478014542.0,104.1160378,30.6847057,140,3
vrIpvl4MMB2fmG.iywmGpztbzNA0piub,1477928156.0,1478014556.0,104.0694845,30.7412525,7922,3
qtJtps-EDJ6goz9qnnjBgmqbNLB3soH2,1477928157.0,1478014557.0,104.1213498,30.6747179,454,3
rjNlql5ONu5jrx2oBtfLqnkbGBG7leD5,1477928170.0,1478014570.0,104.1264429,30.6707454,1714,3
jiIgvo@OFy6lpx7jnvqDgsk1DAz8frH9,1477928175.0,1478014575.0,104.0800496,30.6545166,6800,3
unJnulaGGDanqy6dqqfKtwm6IEH0pmz7,1477928180.0,1478014580.0,104.0220065,30.7301190,750,3
usLmps2NNG7ghC-hykfGislbMKG6ojD1,1477928188.0,1478014588.0,104.1735536,30.6885496,6908,3
vkBonoaJBvcnkI7qoptKuriaEzHafjx8,1477928188.0,1478014588.0,104.0669817,30.5030982,8616,3
qqLmql9OBEcrpH0rnjjCpto6GAu9kgu4,1477928209.0,1478014609.0,104.0849131,30.5990365,214,3
mgzlqkbHHD.mfH9hoxqGqww7GBucmsE2,1477928232.0,1478014632.0,104.0714277,30.6683930,436,3
weCjwt_OMB_plB9hCutGhAo1NOA-opJc,1477928263.0,1478014663.0,104.0020350,30.7059566,866,3
mgEtrp9FEJ2qsD-msneymri8OOy8jdv2,1477928267.0,1478014667.0,104.0842097,30.6606917,464,3
pnBkwr4HGC1rrIbjzsoAulu6JCJ.kiz1,1477928277.0,1478014677.0,104.0563873,30.6602111,16,3
jhHgnp7IGwbfrw5oykkAjvn0EEy9jex7,1477928284.0,1478014684.0,104.0799464,30.6565407,6,3
xlGqyi-BGF.sfHcctvgKilr5DMB_iey3,1477928286.0,1478014686.0,104.0562621,30.5517316,6932,3
mtDtxwbDzJbjqx.nsnpBlux2JIG0oqD_,1477928287.0,1478014687.0,104.1123162,30.6558563,32,3
pqJtrp7LzG_goG3nxrhFjrx9EKBcjqCb,1477928304.0,1478014704.0,104.0732042,30.7611165,5056,3
lgAgqj7FNAcnnB0dxsqIglu@FII4nlD4,1477928317.0,1478014717.0,104.0365433,30.6086907,5900,3
qhLjzo_MMEaisE5pqljKsox3OCJ9psJ5,1477928321.0,1478014721.0,104.0622310,30.6783660,1006,3
njCkxm@BKA8qhy9cylkNrpt5MBD.kkG_,1477928336.0,1478014736.0,103.9430253,30.7883113,15780,3
nfFnrn_EMx7olG-cxsiNhAo7BFv6rpD0,1477928347.0,1478014747.0,104.0896027,30.6541927,366,3
njElxj-zFA8mnx4qxwjHnwm0BID2pmEa,1477928356.0,1478014756.0,104.0681460,30.6646194,184,3
lizuyv_OAw3jry7ltulEjAw5HIx-inz6,1477928357.0,1478014757.0,103.9866003,30.7178472,906,3
qsGrzl3JDuchpC_lAomzlqq-ONxapsv.,1477928357.0,1478014757.0,104.0459400,30.7426011,38,3
mtyhop.AOE.hjD-jAueFqAn.CCA.qdI3,1477928363.0,1478014763.0,104.0509692,30.6567378,12,3
tiAmqxbFAG-jiH7lCjnKfsl@CLB.rdA7,1477928368.0,1478014768.0,104.1076309,30.7002921,4,3
jnHhuv.JIBahjB-hytnKfqv@EAJ5fpI.,1477928386.0,1478014786.0,104.1179760,30.6505409,256,3
psJoAj6DJJ5gpA-nqtgJisr5Dzy7geA7,1477928393.0,1478014793.0,104.0599940,30.6660168,18,3
ptLivv0IBubmlxcdwtmFnom4IMB5qez7,1477928397.0,1478014797.0,104.1065284,30.6899056,908,3
ilBkrs1IEHcqiC_otjsyuAu5COx7tfH4,1477928410.0,1478014810.0,104.0626497,30.6639486,792,3
wmBjyn4IDF0nlG9nvvsEjtl1NJI3qlH4,1477928421.0,1478014821.0,104.1099524,30.6749650,4,3
tgKfuo@GAA9rdB4quslHuzw@HODajpw5,1477928426.0,1478014826.0,104.0940169,30.6821424,6,3
piMrrq3AFEapmHcdrnlKrvn_HOAcldz-,1477928430.0,1478014830.0,104.1852369,30.6990024,94,3
llFjuv6CFG5gnF6eyqnBjsx1CLB7nsD.,1477928438.0,1478014838.0,104.0741945,30.6926726,14300,3
tfKqmv@LOvcnqFbjzxnChyk1HMHbqfx1,1477928458.0,1478014858.0,104.0808604,30.6097669,6600,3
phFjqq1NzA7imwaksuiHoviaAKuakoz.,1477928497.0,1478014897.0,104.0199793,30.7065227,25336,3
qeygqn9DHD.ssD4lpnkMrro_AIx3lqH_,1477928510.0,1478014910.0,104.0719442,30.7008418,148,3
pmMnpr.EBEbheI1pBooJnsr.FAwaokB_,1477928520.0,1478014920.0,104.0602251,30.6837739,2818,3
weJgxj2ANv6jhH1dzsgElus2IAD0fqxb,1477928532.0,1478014932.0,104.0641503,30.6515847,1162,3
lgImst_FIz2eqG9iqqrDovu1GAy0kdC4,1477928573.0,1478014973.0,104.0296740,30.6532955,0,3
mpBrrn_CFE0jrE6qvrsFlyo5OIEatgJ.,1477928600.0,1478015000.0,104.0747050,30.6532597,552,3
ksKgnlbLND7kqx3dpiiCmtk2GzE_tmH8,1477928601.0,1478015001.0,104.0730300,30.6608833,262,3
iqJjzi4CMCakeG0fuqoJlmvaOBv7hhD2,1477928604.0,1478015004.0,104.0805489,30.6942533,7086,3
jsGjvj1CDx3snx0gsspypll@EGx5msF3,1477928628.0,1478015028.0,104.0959133,30.6562878,272,3
kkynApbDNE9ojv0iqwpAqyr2zMI4joE_,1477928637.0,1478015037.0,104.0568592,30.6687925,472,3
ohHnpwazOu8feE.cxvlHnnp0AzF1jnJ3,1477928663.0,1478015063.0,104.0276313,30.6823590,312,3
veApms6NzD0gsu8inxmziqx5BCAafiC_,1477928672.0,1478015072.0,104.0997276,30.6687684,8270,3
jezlpx@OOw.prC-orojEptt1BCAagiA5,1477928676.0,1478015076.0,104.0465137,30.6845580,2508,3
pqEqwq7HBJctnw8mrvoFpoq9FMyakkDc,1477928676.0,1478015076.0,104.1211628,30.6810301,488,3
meKgvm2FNEajsC9lBqqIhulaBOD7trE.,1477928676.0,1478015076.0,104.0433396,30.6659451,4416,3
xqIsnmazFwckmF3qqwoDusx@IHB8rnH5,1477928683.0,1478015083.0,104.0596828,30.6705663,270,3
iqCuAn3BCCcerA6csvsHorx5INw0fnC1,1477928735.0,1478015135.0,104.0216861,30.7003536,672,3
ksJnxu3DGA.snH1cpwlHupnbEII3ldH6,1477928742.0,1478015142.0,104.0811056,30.6798659,50,3
rqJsyo2JEu0oiH.nxwgJjpo2HJyasgv4,1477928747.0,1478015147.0,104.1860793,30.7148897,1836,3
sgBluj.IJx2hsB.kyvpFfqr.JDC9joEc,1477928754.0,1478015154.0,104.0291174,30.6489290,4166,3
kkNrls1GGybkhJ.dnktAprl_FGJbslF-,1477928768.0,1478015168.0,104.0602251,30.6837739,0,3
nkzpuwbDED-qmu.rxtkNmvp9IOG6gmx2,1477928780.0,1478015180.0,104.0999682,30.6590052,1296,3
omBoAx2HJJcroH_holiJimm2JAF7ogE6,1477928785.0,1478015185.0,104.0909058,30.6479581,816,3
nnLrAi8HKAckly4ryitCgox3OOx3ioH3,1477928791.0,1478015191.0,104.0568592,30.6687925,42,3
tnzkyuaDAvbfsH-qpshMsnu4LOz-lnx4,1477928812.0,1478015212.0,104.0633533,30.6549288,312,3
pjNopn8AFG2hlvaexqkJopp8OKx6meD_,1477928814.0,1478015214.0,104.0215387,30.6460100,454,3
qmEjrt3NFv.qrE3fukpLgmwaKCw3jeA3,1477928833.0,1478015233.0,104.0626497,30.6639486,6,3
shDtrx_JFC0idy-htmfNqsr0zLyajjJc,1477928834.0,1478015234.0,104.0876746,30.6668300,9340,3
orFutm1BOD1ksy3ptisColk0ALB_pex6,1477928841.0,1478015241.0,104.0584183,30.6358076,24956,3
qfJlpw9LCw1sfv8pojhEstx@IMz-ekF3,1477928849.0,1478015249.0,104.1133549,30.6481360,68,3
vnClwwbHGI.rrx.eBptJmsv9MMB6ooG0,1477928862.0,1478015262.0,104.0398793,30.6874097,2,3
lnGozm4COx3tiF4iyqqHpAq.IJD9hrDa,1477928868.0,1478015268.0,104.0596828,30.6705663,8862,3
pgNkxk1BEv4enB7prohzuvq9NAy2jsx0,1477928878.0,1478015278.0,104.0821581,30.6710255,12,3
styooo2AND-mfH6fwlqDkvr6FMJ4lly_,1477928882.0,1478015282.0,104.0429629,30.6875613,1312,3
rlytot4IFz5qsD3qxqfBjrj3LDF7tjxb,1477928889.0,1478015289.0,104.0568592,30.6687925,1784,3
vkzpux0HAHchrz4gopiMnnj7FIE_tkw-,1477928892.0,1478015292.0,104.0386174,30.6555513,130,3
plBlxp6zDJbssG6fxrkBpys.NDI4thDc,1477928913.0,1478015313.0,104.1436265,30.7347401,6826,3
jiKhxv3HGD2rly-lzjpDlru3KCv9gov1,1477928919.0,1478015319.0,104.0534127,30.7236267,78,3
piHooi.HNvcpqycdypjDjAw-FCFbkeB.,1477928939.0,1478015339.0,104.0383593,30.6661111,3332,3
jeDrtn7OMH3kgv0cvkeNlrn9MDx7hhJ0,1477928962.0,1478015362.0,104.0804565,30.6393689,266,3
umHgym3IDy3tlz8ksskMozrbONu9igH_,1477928968.0,1478015368.0,104.0759772,30.6497740,31544,3
umHgym3IDy3tlz8ksskMozrbONu9igH_,1477928968.0,1478015368.0,104.0759772,30.6497740,31544,3
snznux8LDD3tpG9jumfIlrs8OOA_skJa,1477928969.0,1478015369.0,104.0086412,30.6432891,1252,3
mtKlmkbADE4orI_jvqoHqyr3zLJbnrD6,1477928974.0,1478015374.0,104.0629692,30.6029896,1798,3
qiCumt5LFCbtjB1rokmKmpr1IKH.ilu8,1477928999.0,1478015399.0,104.1272127,30.6845706,616,3
rtEonm7MKH.ihB4rqklKrxo.AHC0nsE0,1477929022.0,1478015422.0,104.0671903,30.6949050,12,3
nnEptm.NDu8teJ0epukAtwm-FFG6ljD7,1477929023.0,1478015423.0,104.0536580,30.6667124,596,3
kpFoli7HDJbrjH7hqlkAmwt_zCB2kjF2,1477929036.0,1478015436.0,104.0789285,30.6777353,4,3
ijItwr4FKwclfH2rnmnHqum0KJw9piFa,1477929038.0,1478015438.0,104.0027377,30.7025755,9454,3
vtLtwv9OLB4rlD4kxotFmvq3IHw-toD8,1477929054.0,1478015454.0,104.0847498,30.6615722,4176,3
ssInynbCCE5khG3islfytxwbLID_jsB4,1477929055.0,1478015455.0,104.0959133,30.6562878,704,3
snzhpi7MAv8ldG2pqjoMurj0NID_gjC4,1477929060.0,1478015460.0,104.0646831,30.5465774,6132,3
khKimt5DDD3ieH-ezjgKoAj@DNF9mlAa,1477929074.0,1478015474.0,104.0578686,30.6739590,450,3
ktLnyx@KJB5hgH8evkhMrlx0LEz3gmv4,1477929102.0,1478015502.0,104.0296226,30.6612076,3254,3
loDrAk8OEv7lsw6dyojLott_FzucisG5,1477929105.0,1478015505.0,104.0805489,30.6942533,2,3
onLswi@CHw5new3dxleAkqu-IAD0ioIa,1477929115.0,1478015515.0,104.0705850,30.6672277,14,3
skLsvs6EBy7sjG.fqmlCqzx8KKA.npF3,1477929124.0,1478015524.0,104.0875461,30.6895832,118,3
rgClzj.HNIajjJ5oCmgLlwn0MNwaesv3,1477929130.0,1478015530.0,104.0379733,30.6978522,84,3
pfDpvr@LKI4sqJaiwksAtyx2Ozz1hoH-,1477929132.0,1478015532.0,104.0675152,30.6532428,7456,3
vkAqul.HCCcpkI6mwoeHopm_FHv4hsz3,1477929145.0,1478015545.0,104.0480760,30.6648806,42,3
iqKusj2zIH3sjH0rxlnKtwnaHAE0miC3,1477929159.0,1478015559.0,104.0228033,30.6851455,694,3
jjBhvu3EIJ_fou1opqpEnvw1KDB3loza,1477929178.0,1478015578.0,104.0479453,30.6973620,98,3
ujAfol9CKvbspI.gCtlLmwqbOzvbnsI5,1477929182.0,1478015582.0,104.1024574,30.6840697,1412,3
nsFtqi4GKDbrjw2jnoiysAr_FHFchsH4,1477929185.0,1478015585.0,104.1037572,30.6399946,0,3
irFfvt8IEFbkdJ3jxlsJsvi5IHB-nez1,1477929190.0,1478015590.0,104.0805541,30.6750002,678,3
kpDkll6EGEalrw9euogFtsn@MMB3ogD.,1477929191.0,1478015591.0,104.0581780,30.6636395,6826,3
tjJtsp2DIA1ogzacqwfzqowbLHzbesG0,1477929197.0,1478015597.0,104.0842601,30.6565693,510,3
prIlwv3FAC4epA7cpkhyqzr2zDv9ppF5,1477929200.0,1478015600.0,104.0771764,30.6652525,346,3
xgBrvm1DDF9sgB8pvuiIhsk_OIB9gnE_,1477929204.0,1478015604.0,104.1100706,30.6725094,506,3
rmBlowaOFw2rhC2hqvjDrvl-LDC.efIc,1477929207.0,1478015607.0,104.0633533,30.6549288,2,3
plzups5IMJ.ohv9duqkKiAn5CDD.qhDb,1477929220.0,1478015620.0,104.0717077,30.6652913,34,3
voLmvq5HEB1srE1hnneDhmqaCAC.jeA-,1477929226.0,1478015626.0,104.0771764,30.6652525,7398,3
vkLitx-AEG1okJ6loitJfpu1IOx0onB_,1477929232.0,1478015632.0,104.0957120,30.6465848,72,3
xiHrrn_HGB5ldJ4fnriJstu7JMC_iny-,1477929233.0,1478015633.0,104.0705325,30.6794249,210,3
uqJhzr1AMA5gpx3ippnCtsr5ADu.siDa,1477929241.0,1478015641.0,104.1130503,30.6204241,662,3
oiNguibLNF2phwcfuosytvl9GMz3llz4,1477929245.0,1478015645.0,104.0180084,30.6910081,2342,3
mtDjxx_JJzbpmH3gBrkCspx@JOI1mrx_,1477929256.0,1478015656.0,104.1073502,30.6850292,8,3
mjHtti1KLE7jfA0nzwqMlluaDNv3thv4,1477929256.0,1478015656.0,104.1083009,30.6195278,60,3
xsylnv5EAu-nmucjsstFrwn8NAI8meF-,1477929261.0,1478015661.0,104.0938376,30.7017358,2276,3
irNjnu3MCG7ihD9oxqkytlnaODy0msC0,1477929265.0,1478015665.0,104.0441001,30.6954127,404,3
wgKfpj2LEH9gnH6rCtnMuyn4ECC4fdE9,1477929279.0,1478015679.0,104.0835393,30.7000222,780,3
voLgvu4JKJ5fjG-opltymywbCNwasiw9,1477929293.0,1478015693.0,104.0492536,30.6731068,250,3
rfzuli@FKH3tfD2qBmqInwt2HBJ6ojF1,1477929301.0,1478015701.0,104.0882830,30.6907175,836,3
mrLfor7ICH7ikw1qxrmIpvj.Lzy_hjI7,1477929307.0,1478015707.0,104.0836003,30.6836141,784,3
whLkql0CEHbreB6nukjDjrs_DAE3tjF7,1477929318.0,1478015718.0,104.1062174,30.6621443,0,3
qsHgos@HAw5qjD6rujjJoxr-KIx8ofz6,1477929341.0,1478015741.0,104.0799990,30.6234797,8034,3
inKfmj-GJE2nnC7jAieEgll2MCv0joA1,1477929345.0,1478015745.0,104.0626497,30.6639486,76,3
inKfmj-GJE2nnC7jAieEgll2MCv0joA1,1477929345.0,1478015745.0,104.0626497,30.6639486,76,3
rgGptr-NOzaleA7prjeCmyl0MCw-qqJ3,1477929356.0,1478015756.0,104.0909058,30.6479581,13516,3
veGnzu@ONG2fmw5ivxkNsrw9Jzy7fgC0,1477929389.0,1478015789.0,104.0579156,30.6730409,378,3
xpzgsj@CFubffz2pumqKqln@LCx1mqD.,1477929390.0,1478015790.0,104.1063372,30.6640973,754,3
pfEjzq@OOwasfx1invfFpzo3LMI_jpD.,1477929405.0,1478015805.0,104.0961325,30.6793346,12004,3
pszistbCFC0ldI9rzmpKtvrbKIzahpI9,1477929412.0,1478015812.0,104.0845218,30.6642332,22,3
nmLlmq.BAw3qqG1ktoryuuiaKGH.ndG.,1477929433.0,1478015833.0,104.0955298,30.6610968,1222,3
lqNmmi-LAFcqju6moieHrvq-KIH5meG3,1477929439.0,1478015839.0,104.0929692,30.6737826,4,3
nnMgpk3NJJ-ojG_nzmlCuoraMOu_pkA4,1477929450.0,1478015850.0,104.0862530,30.6887158,36,3
xoJoom5DzF3ifyclpqnMnqn0MMu6gjw3,1477929460.0,1478015860.0,104.0455602,30.6933430,154,3
uoylpv4KEA1nny5cvlfCgqs.NIH9qly9,1477929461.0,1478015861.0,104.0617159,30.7403967,3754,3
pqIsot1HBF8hnB.jzslAorq0IJw_njJ9,1477929462.0,1478015862.0,104.1070969,30.7151913,394,3
ijDnwr@LDB8rpA0pokgKmvn.OJw3pjxb,1477929467.0,1478015867.0,104.0383593,30.6661111,15478,3
vqAoor-Czuaneu8rxqtFuok0DIw1feGc,1477929476.0,1478015876.0,104.0647994,30.7925613,7380,3
pmKgvt7CJw_npE5qxptEszx@CAH5ehD0,1477929485.0,1478015885.0,104.0566180,30.7206098,6090,3
ieNmyq4BHy7nduceovnDroo1BCH0psJ0,1477929485.0,1478015885.0,104.0383593,30.6661111,230,3
khMrniaNAE4mqu0kzmsygyibzDy1ehI5,1477929487.0,1478015887.0,104.0564508,30.5261628,10506,3
sjKsrw0GMxcney4pprrNtmq4FGwbhiG7,1477929499.0,1478015899.0,104.0487623,30.7034527,130,3
ntBgsp5HFF1nrI5qoifJfni5BMu_tlw0,1477929510.0,1478015910.0,104.0914228,30.6583938,64,3
itNjnwbENA-miC0oswrKgtr1EJF6qfCb,1477929511.0,1478015911.0,104.0810837,30.6581629,10,3
xsFrun5LIu7geJ-qnumymvp@JKJ2rdF4,1477929520.0,1478015920.0,104.0839515,30.6784468,478,3
wnKrmq5EDA0lhBaewkoNnrx1BIE4gfG9,1477929521.0,1478015921.0,104.0719629,30.6844889,4,3
qnztno7FAJ3mfu_foweAnus.NJw9ekE0,1477929524.0,1478015924.0,104.0478404,30.7134022,110,3
mrzmow2JBGaqlv0onrkKfwm@MLI1gfI9,1477929526.0,1478015926.0,104.0801249,30.6891001,952,3
vgAuxq-FFC2pfx0gsujEgsm4OEIbgdH8,1477929528.0,1478015928.0,104.0810837,30.6581629,1050,3
ohygpw1MFF5qmB_rrrlBtvtaFKz8gnG4,1477929550.0,1478015950.0,104.0584137,30.6570094,306,3
voHlsw1GFG_jrH6dvkjyisi0NzF8edy9,1477929557.0,1478015957.0,104.0862469,30.6556258,7394,3
ohGnvl.FExcqex3gylpBozl3LzB0ldB3,1477929565.0,1478015965.0,104.0868094,30.6605860,1124,3
wgJgpu8LCD7oeG_eAwsDgyk4CIC2kfF_,1477929596.0,1478015996.0,104.0827296,30.6613172,20,3
ppFpwl@LII4omw5ryokFmwv3GNA2joH5,1477929603.0,1478016003.0,104.1073502,30.6850292,12,3
oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,1477929607.0,1478016007.0,104.0719969,30.6538930,1408,3
qeyozk9DNA1tlGampnhLkrr7MOx4omAa,1477929618.0,1478016018.0,104.1328923,30.6175715,308,3
mkLhln-CCJ-tgA7huomNiyx8ICI3kouc,1477929622.0,1478016022.0,104.0325602,30.6408500,48,3
irzsotbAIu0qiy_lxoeKmyn2HGu0roD_,1477929628.0,1478016028.0,104.0308843,30.6461800,4,3
ioFnul6DNF2skJ5mpxfGrnm-ABCbiiIb,1477929628.0,1478016028.0,104.0448547,30.7106548,1350,3
