ID,start_time,end_time,longitude,latitude,update_times,k,utilization_ratio,refill_times,average_cost,target_id,ID16
wgAovm8zzH0toJceonfCurq_GDv1nez4,1477918708.0,1478091508.0,103.9707156,30.7598191,2,3,1.0,1,0.0029499642550945,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0419
leBgrk8IOJ1jsy8nCigzlpsaNJC0jhv3,1477918709.0,1478091509.0,104.1160378,30.6847057,70,3,0.5428571428571428,11,0.0057357064049158,nfFnrn_EMx7olG-cxsiNhAo7BFv6rpD0,0EA1
xhCmps8CFJ_tmB1duomJmxu5BMx3hpv9,1477918719.0,1478091519.0,104.0637507,30.7050601,260,3,0.8307692307692308,39,0.0094188457856384,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0FFD
rgMllw8OBC0krv2fyjjDrqo-CCxallz.,1477918720.0,1478091520.0,104.0963479,30.6839901,4,3,1.0,2,0.0040499726310372,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,1133
qmMqmn0AHC.koF5oypqConw-LFy5jrC4,1477918745.0,1478091545.0,104.0550663,30.6798247,456,3,0.2324561403508772,30,0.0081138226832671,rsyjnw2GGE1gjHcpBtlFlAqaNNC1fmz6,0078
mkAlni8EFC0khF3oAkhDuwv2FOu.lpx1,1477918749.0,1478091549.0,104.0717077,30.6652913,48,3,0.7083333333333334,17,0.0118916844561075,vsKqAw6ICv-nkF3pxslGrzv9KEz-phwc,0804
rsAhusaAAI7mnHbnAltFttm8NFA1tqxa,1477918763.0,1478091563.0,104.0695248,30.6819198,22,3,0.4545454545454545,10,0.0086499547416513,vszutx3FCw8fjCcfuimLnAlbHHIbslB5,10A2
xrKhls.CIDclrJ1dtulAiAi4JGC7egw2,1477918772.0,1478091572.0,104.0356675,30.7064434,26,3,0.6153846153846154,12,0.0068692203897696,klGulm9NAA7jkz-luopIqov@OKuafjv7,1318
vhLoqxaBNE6grF6ovxrCkvl3FIJ2rjxc,1477918773.0,1478091573.0,104.0961325,30.6793346,136,3,0.2647058823529412,36,0.0077249989023103,tjIjys4NGy2rpC7hvufykpq-CNG6hkv5,10EE
wjMgtjaJzF4foE9cCqkFonw_KDw5tlwa,1477918791.0,1478091591.0,104.0543904,30.6651337,1788,3,0.2539149888143177,18,0.0092513443614612,iqEhtvaGGz_lsBceCxeyirm2BCH9hrC_,1253
vnJtwp8ICx_qdE-pnlhzuzu-OEv1kfB8,1477918809.0,1478091609.0,104.0965718,30.614738,190,3,0.4947368421052631,49,0.0101663258024736,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,0086
omElntbFGu1ooy9cqpoGoor5NFz3mky4,1477918809.0,1478091609.0,104.0277843,30.7490732,26,3,0.6153846153846154,12,0.0069230848636764,klGulm9NAA7jkz-luopIqov@OKuafjv7,099C
jgLopp1LKD2omu2iqviNosu-EIC1orz1,1477918852.0,1478091652.0,104.0132599,30.6569365,6426,3,0.2222222222222222,8,0.0134923598180367,ufBqym5Gzu.gdIclnjgJtArbFFJ9toB5,07A2
snLguk2FLw_seG8rBkeBtwt4EMH9slAc,1477918857.0,1478091657.0,104.1160378,30.6847057,364,3,0.510989010989011,30,0.0078824078817698,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,099F
qhMfvn_Lzybisy.ionqEjtu8GOG2fdJb,1477918885.0,1478091685.0,104.1305959,30.6607657,66,3,0.7575757575757576,26,0.0087272404043963,wmNlot3zLBaopA7jBjgBnAt9MLI_rhEa,00B8
kiNllj9JGA6ofz3ctsmAsll4OIH2gpD5,1477918885.0,1478091685.0,104.2627409,30.6480061,2974,3,0.1546738399462004,17,0.0094337570189768,ikJfvr7CIFapnE.evvkNjuo1ECG0mgI6,0570
umNjzn-GDx5lfC.lwqoEuqt9IIz2rjE2,1477918910.0,1478091710.0,104.0186486,30.7004902,1622,3,0.437731196054254,2,0.0104442661979526,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,08E4
lpCgnk1HKG0trD0gzmkBpot4FAD9koAc,1477918939.0,1478091739.0,104.0488024,30.6905,278,3,0.0647482014388489,42,0.0127100807835729,usyips4EOA.pqz2ipnsGlml9KEw8lrHc,01FF
krBnyn0DzBaopz9mxojCguv7MOAbprG2,1477918975.0,1478091775.0,104.111324,30.6889265,1110,3,0.3891891891891892,2,0.0091487361403467,tsGfmi4FFw9nou-oniiNimw9IKy6rlB_,1279
kmJqqj4HFI6hgA7qnmrDgpx6ICz.tdC1,1477918983.0,1478091783.0,104.0833417,30.7039015,62,3,0.6774193548387096,24,0.010653237451709,liDntl6IHF0mpz8jsjfCgow9JIH2qpv0,0FD6
prDqtv5ICz1tkD2fAvgMgnn_EEy.nhE8,1477918987.0,1478091787.0,104.0863158,30.6460016,14,3,0.7142857142857143,6,0.0104714251522507,vsKqAw6ICv-nkF3pxslGrzv9KEz-phwc,0C41
ngHhzq2LHF1pqy8hCihyixr7DHv3egw-,1477918990.0,1478091790.0,104.0887878,30.6934653,600,3,0.41,2,0.0079176695241282,tsGfmi4FFw9nou-oniiNimw9IKy6rlB_,0A6D
lfJrzlaLIJbssxbgsqeAoAx3MAJ9kry8,1477919045.0,1478091845.0,104.0896208,30.7030082,2216,3,0.3005415162454873,2,0.0108759017074514,sfAtvr9KDyblku-nqttHuml_BBx.eqI0,12A5
wtykAuaNGvanfD7mCxhAgvu8JEx-nsD6,1477919051.0,1478091851.0,104.0794895,30.6704563,204,3,0.1176470588235294,33,0.0137088400330029,wtykAuaNGvanfD7mCxhAgvu8JEx-nsD6,12FD
lmImnj_MIJ-elFakxkgHgAu4DCy.opv6,1477919062.0,1478091862.0,104.0930998,30.7098571,0,3,0.0,0,0.0,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,0845
mgAmzi0GDC5ksychzpmMuAv.CNH8ksu.,1477919063.0,1478091863.0,104.0588362,30.6489116,1940,3,0.4319587628865979,2,0.0105745377518313,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,00FB
ugEsonaCNJahmH.nzwgykvs4KFyaikz2,1477919067.0,1478091867.0,104.0075806,30.5712922,1902,3,0.4248159831756046,2,0.0099882769440501,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0DC6
tfMsqn_OLu8fiw0qupsMtrt2OJC3ieDc,1477919077.0,1478091877.0,104.1018841,30.6693682,1144,3,0.2342657342657342,2,0.0083022693927575,rsyjnw2GGE1gjHcpBtlFlAqaNNC1fmz6,0DE7
qkAgmm1AByahfG9mAnsDonq_NFC7kpBc,1477919086.0,1478091886.0,104.0624409,30.7246826,20,3,1.0,10,0.003659981302917,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0FAB
llCmwlaFHDaqnI0ltwiFgvx6FBJ9teF8,1477919103.0,1478091903.0,104.000947,30.6830572,1614,3,0.4175960346964064,4,0.0099835194915052,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,05E3
isBpsn1EFv-lsucnBkfCuvq1IKx5jsxa,1477919106.0,1478091906.0,104.0146713,30.6369611,3660,3,0.0218579234972677,2,0.0218379240014839,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,007A
qrKqxr_Azx-ljF0hrkqAllt-GBI3ieF4,1477919115.0,1478091915.0,104.125458,30.6739369,116,3,0.396551724137931,40,0.0096543025675004,tsGfmi4FFw9nou-oniiNimw9IKy6rlB_,10A3
trMsvj-CAE0mpGblsxhBppi8NzH9ipza,1477919124.0,1478091924.0,104.0296511,30.720329,994,3,0.0462776659959758,24,0.014233397754655,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,0D05
jlJjAj0NJE4piE5dBitKmpp.LNz6moD.,1477919125.0,1478091925.0,104.0741945,30.6926726,980,3,0.3918367346938775,20,0.0080048966658662,tsGfmi4FFw9nou-oniiNimw9IKy6rlB_,074F
mhNltu_HNI9eqvcnAvizooi3AJA8mkB5,1477919131.0,1478091931.0,104.1588572,30.8275717,17322,3,0.0779355732594388,3,0.0339069747483327,loIstxaLCJbgeG9mwxhFtpl.JNB-ojD4,0E6C
xrDmrm3CDx5ioxaoCttEqplbKFw0nex2,1477919133.0,1478091933.0,104.0873526,30.6687212,96,3,0.8541666666666666,27,0.0103781252012898,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0237
jjJjlr@NLF7khz9jyjiDkzx2OCI7hjDa,1477919136.0,1478091936.0,104.0999682,30.6590052,9246,3,0.1473069435431538,2,0.0306982286665254,weIonk4OIu7riz_jswqzktj_LKJ0qiC-,055B
voynvvbJHH0lkycponpEtsq.FAEcpqu_,1477919196.0,1478091996.0,104.1175223,30.6249962,262,3,0.9541984732824428,13,0.0080885490018675,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0C71
umLows0zHx1rkC_dnloHgqk7FDzannw3,1477919196.0,1478091996.0,104.001511,30.5675128,442,3,0.2307692307692307,12,0.0065219445297351,rsyjnw2GGE1gjHcpBtlFlAqaNNC1fmz6,0F73
wpGtxtaKCxbmhwcfnrpHmps9FDA_msD4,1477919206.0,1478092006.0,104.0361075,30.7032927,516,3,0.8488372093023255,19,0.008653877339102,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0420
kpAovv_ODu0eeI8mrsgJiowbzMybrfG0,1477919214.0,1478092014.0,104.0504228,30.7612722,100,3,0.44,33,0.0076680094934999,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0358
xnyplk1IKu9jixcpxisMlpm@NzC-llDa,1477919238.0,1478092038.0,104.1800474,30.6862245,6940,3,0.2181556195965417,2,0.0145667717357297,viyopq4EMzbopA6oplmJhom1HIJ0mmz5,0EFE
omKjtj-HAF5grC-kCrtBtok6IFw5nkE7,1477919242.0,1478092042.0,104.1337804,30.6081469,740,3,0.1054054054054054,2,0.0131313393295213,rpEfAt_AOC8qeFcqCorFttp-EADaiqva,0B2C
jhApvo@MCC2tqJ-qqvsFltt6HFCbtqG-,1477919251.0,1478092051.0,103.9904927,30.567877,6222,3,0.0806814529090324,9,0.0257624573831972,loIstxaLCJbgeG9mwxhFtpl.JNB-ojD4,12A1
vrLfxp2HzA5ojH8cnwqAoxn1ONC_frC.,1477919271.0,1478092071.0,104.1587715,30.7397613,20,3,1.0,10,0.0030199880711734,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0308
oiMtAu7JGz3nqxbltsrBtwl5EIB5jrxc,1477919301.0,1478092101.0,104.0587094,30.7724672,538,3,0.5464684014869888,30,0.0070918262261052,nfFnrn_EMx7olG-cxsiNhAo7BFv6rpD0,02D0
ieMpop@OzuannD5nupjKtzt3FHBaemF7,1477919316.0,1478092116.0,104.0732976,30.6875088,24,3,1.0,12,0.0038875053481509,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0A96
qlGolt4OLv.goI0gAtnylzj8GDu5gqBb,1477919346.0,1478092146.0,104.0495054,30.6737255,856,3,0.2686915887850467,2,0.0081241890248433,tjIjys4NGy2rpC7hvufykpq-CNG6hkv5,0A5E
lqNoAibKCu7pkI8osrkKhzw5FKE8hrx6,1477919355.0,1478092155.0,104.0453092,30.7323684,5788,3,0.22356599861783,3,0.013335330262793,ufBqym5Gzu.gdIclnjgJtArbFFJ9toB5,130D
ltJhsm5OMG-mjy9lrwnzjqp4NMA5frx7,1477919363.0,1478092163.0,104.1076225,30.7016075,10,3,1.0,5,0.0035200268030166,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,025A
ilDhss4IOG7fpB.ervqzkAo7OJC8ijD9,1477919382.0,1478092182.0,104.0233991,30.664894,2904,3,0.1005509641873278,3,0.0208002058455602,noNfyw0AzFbtmw1fultFiut8EEw5rnz2,0EEE
oeIpul0zIw1nrB5gtqjyoyq7KFE8mfv8,1477919384.0,1478092184.0,104.1804216,30.8275821,17684,3,0.0481791449898213,3,0.0330562536048352,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,04DC
iqNpwrbLEE_giuadAmfLutm0ENx5loEa,1477919397.0,1478092197.0,104.0745041,30.7206961,124,3,0.5806451612903226,38,0.0094822457721156,mpFhAo6GJz_ffwahqntAmrs8BKI9hdJ6,12ED
rsKkmt4KzzbslA5qAvmGitu8EIx.jqE6,1477919399.0,1478092199.0,104.1346849,30.6748011,3310,3,0.3329305135951662,2,0.0117140763025629,kjGoop1CBA3oizbqCpmHspw9OFAbonJc,12E9
igzjzr3MNE9eeJ3qAqmNsns7KNz9inzb,1477919409.0,1478092209.0,104.0811056,30.6798659,4318,3,0.2000926354793886,10,0.0112203581020539,nlGqlx5MHI5omH6rzosKfsx0zFH5klw8,013E
xlNpnxbJNF2ghA9dpqkMksp1IFD9kez7,1477919421.0,1478092221.0,104.0442797,30.6821454,88,3,0.2954545454545454,31,0.008462491678074,rqHlvr4BHF4rev3nsnfGfzi0CCw9iiG_,033C
sgBrqq@DEu7idu7rztnKmln8OMx5mmv8,1477919464.0,1478092264.0,104.0873526,30.6687212,32,3,0.8125,15,0.0119156175060197,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0CBF
lsMowq.AHH2eoDbmwptKoqi6EAy0qdD.,1477919472.0,1478092272.0,104.048751,30.6513355,8,3,1.0,4,0.0038500293157994,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0112
lhCqzm6CIv4tdx_iwikAhwt-IzD2lpz0,1477919517.0,1478092317.0,104.1656169,30.6783641,142,3,0.2676056338028169,41,0.0076316933239429,tjIjys4NGy2rpC7hvufykpq-CNG6hkv5,0A68
pgBmmq2CJJcnevbcsitLmzt8GCvcgoGc,1477919528.0,1478092328.0,104.0873077,30.6635433,62,3,0.3548387096774194,25,0.0084290476215462,lgIqwt6NBF1loDaerolHqpl5LMv8tkx3,0225
vsCqli6HGzahlI8gqtkFglu2zzvasru0,1477919535.0,1478092335.0,104.1018841,30.6693682,90,3,0.1333333333333333,4,0.0126511117236481,xqKmzv_NND.tfv3hxpjLjzv8zJEblsza,0E39
inMpqo.JBI8gnD0mnwkIpzl2AEF9gqF.,1477919539.0,1478092339.0,104.0506745,30.6586848,3722,3,0.091348737238044,15,0.0222082755767101,xsLmAn-MNJ7qsF3mowfyfAu8OFG-plA8,0FD5
rpGnxm7FGFbndIbepthHurs2zNFbeiIa,1477919544.0,1478092344.0,104.0634187,30.6829899,64,3,0.5625,22,0.0101203149824868,mpFhAo6GJz_ffwahqntAmrs8BKI9hdJ6,131C
mtzsos1MDw4tqF_dskjBusj5DJB2qou4,1477919560.0,1478092360.0,104.0688991,30.655028,0,3,0.0,0,0.0,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,0B76
ufIpAr.DNB6mjw3dpksEpxu1ANu3jew_,1477919567.0,1478092367.0,104.1026298,30.6577443,856,3,0.7476635514018691,3,0.0093941594186787,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,025D
jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,1477919623.0,1478092423.0,104.0899012,30.6712008,2040,3,0.4254901960784313,2,0.0108423015084482,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0380
vsNftm.ECD1mpCbqqkoBoui@KAJ8hgw9,1477919631.0,1478092431.0,104.069601,30.6560176,916,3,0.5436681222707423,23,0.0090655033460383,nfFnrn_EMx7olG-cxsiNhAo7BFv6rpD0,020F
unHuAn4LBD5opE.gupmAmmx7EFA.gdz-,1477919637.0,1478092437.0,104.001331,30.7108284,1008,3,0.4880952380952381,4,0.0084609064432452,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,11FF
lmymnj7JEu4qhB4jysrBnpo-FGG4fjEb,1477919641.0,1478092441.0,104.0998076,30.6801659,554,3,0.2454873646209386,2,0.007026176563454,iqEhtvaGGz_lsBceCxeyirm2BCH9hrC_,092B
liMmlr-GCC6hfE_iCvsHtri6zGv9kgJ-,1477919656.0,1478092456.0,104.1060331,30.6463695,8,3,1.0,4,0.0041375460568815,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0D6F
toMulp7Izz7hpJ.rtieLkmv-OEC2phB1,1477919656.0,1478092456.0,104.1070969,30.7151913,344,3,0.1744186046511628,37,0.006831384420958,lkyqrvaHMu1jrB0kBogztor5DKvarmJ_,1386
soIfmq9LHJ.emJccwigJgut2LLybriD-,1477919662.0,1478092462.0,104.1132684,30.6772659,6418,3,0.1252726706138984,3,0.0262477999073057,khylslaMDv4nrIbntvjDjmi_BHDcqnu4,12DA
poIixv2BNw5rdJchxsqEjut0EGEbmjv1,1477919667.0,1478092467.0,104.0839256,30.6391357,40,3,1.0,20,0.0037250109016895,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0F52
otMozibOLGcqpA2kAwfFjAk7DMJ9iqDb,1477919700.0,1478092500.0,104.1130503,30.6204241,1500,3,0.1066666666666666,23,0.0163011976207296,rpEfAt_AOC8qeFcqCorFttp-EADaiqva,012A
vnAson3NBz4fiJ5hwoiBovv3NMz-opI4,1477919705.0,1478092505.0,104.1211628,30.6810301,66,3,0.8181818181818182,27,0.0100575712029681,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0847
noFuzw6EFH0esIcnxugElvx0zIB7pqI6,1477919706.0,1478092506.0,104.0442328,30.5108896,10932,3,0.0378704720087815,5,0.0294541320404016,sfHkwvaHFA6jmH4eppoMqtj.FGH8rsu9,09E8
tfDsww8NIwcipy_guxjFsnp6NEF.eiE5,1477919709.0,1478092509.0,104.0913585,30.6688818,2314,3,0.1408815903197925,2,0.0200281736691294,ofCpzt2AMx_ijG5cpqkCnww2FCEcnox4,106B
ikzitr_GKH3sju1hwpqMgxk3JNJ8ekGb,1477919710.0,1478092510.0,104.0393042,30.6368504,328,3,0.4268292682926829,31,0.0076856714014599,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0CB6
rhzgqt9OzA-geH1fBmnIppr4LJAbiqub,1477919732.0,1478092532.0,103.9952629,30.5253109,9302,3,0.1513652977854225,5,0.0146098371698869,vmJqvv@DOBcmky3qwxgDuAk4DJB7nkB6,0E8D
neIunq1AFHamkB6gwnnzpyp4EFuaerI1,1477919740.0,1478092540.0,103.9888269,30.6216994,6254,3,0.1998720818676047,2,0.0155955229683052,nlGqlx5MHI5omH6rzosKfsx0zFH5klw8,04EC
vsEsop@GLu4gsDcorloBrlt3IMJ9tkv.,1477919824.0,1478092624.0,104.108572,30.6660674,764,3,0.0863874345549738,2,0.0128280127625814,okznmibINFclqJ-gutnCfso4FBz_hpy1,0616
niAitn4IAA0eoJ-rtkoBppx7EAA0npv-,1477919827.0,1478092627.0,104.1015117,30.6819257,2,3,1.0,1,0.0034999102354049,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0CC5
vrIgwn-LCx6giD6cxxmyfym7OJB9geC4,1477919835.0,1478092635.0,104.0243228,30.5610867,2,3,1.0,1,0.0035999109968543,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0FCE
wgLrAw9KBC5qjB1iqjfHgrk@OJx1fhH6,1477919869.0,1478092669.0,104.1063372,30.6640973,346,3,0.0751445086705202,37,0.0127918837925774,tnCpmi5JDv-rnz6mqqeFjzv-KLF6nku8,02F4
oezpmkbBHB5fhC0dujtypxibGMy.spE5,1477919872.0,1478092672.0,104.0798815,30.6501713,82,3,0.7317073170731707,21,0.0097390190448339,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,03F2
soNtAq5AJv9hkG.epohNslp0MNz_poy3,1477919887.0,1478092687.0,104.0211265,30.6672644,1122,3,0.499108734402852,3,0.0093048185262822,oeKpwu2MBwbgrA8cAmnBusx1CBE_hgE_,0AEA
wnCmAp6OEGasmu2qwoeDhrxbNIJ1ffJ-,1477919909.0,1478092709.0,104.0444649,30.6927926,10,3,1.0,5,0.0039600534364581,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0B59
xsHfvl_zCIakhD5jBqiyqvj2MAA1jrDc,1477919911.0,1478092711.0,104.1010445,30.678185,14,3,1.0,7,0.0040856955040778,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,074E
thKurvaDEybidu3ivseCsnx@KFx1tkI-,1477919922.0,1478092722.0,104.1115633,30.7122775,1192,3,0.1711409395973154,19,0.0072724020636746,ntGmmq5AHE_frFbkvkoNgor9KCy6lkH5,08B5
sjFsus-GLGaleH5nptfLutm6NMF2hqw1,1477919949.0,1478092749.0,104.103782,30.6330559,5020,3,0.2438247011952191,3,0.0125620147283838,iqEhtvaGGz_lsBceCxeyirm2BCH9hrC_,0495
ksGtzo9OOG1eqA0hpqkBhru.IMAbonw3,1477919973.0,1478092773.0,104.1044171,30.630327,32,3,0.9375,14,0.0111999906948767,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0728
tlGsAjbNHB2egH8rrweIjxw6IJvatfCa,1477919978.0,1478092778.0,104.1047094,30.6799627,1650,3,0.2072727272727272,2,0.0090986052810242,tnDjvp3BOIcljC9htmfCrrtbzHu1mnF6,0178
upBmqu3DMA9ksH4ftwnHkAl3OBH3mqz7,1477919980.0,1478092780.0,104.1532332,30.684777,1012,3,0.41699604743083,15,0.0072814254531923,jfHjro2MMw1iqy5pqqgGiyp4CAz.isI9,0F0D
qrBrli5OBD6ogJcqwkjJkpp2LIw_rgw2,1477919994.0,1478092794.0,104.0372788,30.6849668,1092,3,0.6007326007326007,3,0.0095228008301621,mpFhAo6GJz_ffwahqntAmrs8BKI9hdJ6,0E20
pjDgqj9Kzy6leF_fyjkHorl3IGGcprE4,1477920014.0,1478092814.0,104.1184074,30.6456958,1372,3,0.2521865889212828,2,0.009021940525708,iqEhtvaGGz_lsBceCxeyirm2BCH9hrC_,031E
soMost9ONwaqmA0nqshDipnaJzG9olDa,1477920029.0,1478092829.0,104.0289088,30.6348201,5332,3,0.1657914478619654,2,0.0129198802293425,jfIrsn5EDF6srBcgpktDmnq2GIAasqJ1,017A
whFlxj9MDAcqsE.lsnmEsmkbCMCbolH7,1477920038.0,1478092838.0,104.0596873,30.6445152,2026,3,0.3277393879565646,17,0.0090831166697778,kjGoop1CBA3oizbqCpmHspw9OFAbonJc,0486
piLkoo6JJB.toB8quinNnnr8EKF1ssC1,1477920040.0,1478092840.0,104.0435058,30.7045446,2462,3,0.165718927701056,19,0.0097879341400245,jfIrsn5EDF6srBcgpktDmnq2GIAasqJ1,0EEB
pfGtnr3zAu0gdu3mtqrDuqs1FLJ.tmC.,1477920044.0,1478092844.0,104.0428316,30.6276483,4674,3,0.2490372272143774,11,0.0114768935697432,iqEhtvaGGz_lsBceCxeyirm2BCH9hrC_,0AE8
xqygpr9CJA.orAcesorLmnv4LGC9eevc,1477920046.0,1478092846.0,104.1075828,30.7179159,52,3,0.8461538461538461,6,0.0069942549229241,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,08C0
pqBlsu@zFy_shH-htrtAqws7LHF.omF6,1477920054.0,1478092854.0,104.1283873,30.6568747,58,3,0.8275862068965517,20,0.0059482729833187,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,0FC3
rhDiso2JKA3leC3kuxsMtyv4KBC_tmEa,1477920057.0,1478092857.0,104.1187962,30.6616732,526,3,0.6349809885931559,31,0.0077870739942607,qfNilo4zBF3lex9qzstNhmmbIKu4ifE2,0A66
nqHhlt@JLI0mjwbcrqfJlAw2NFx7jfy7,1477920060.0,1478092860.0,104.0394063,30.6796797,3964,3,0.1104944500504541,2,0.0230336543473327,jfIhpibzNv7hdE8juqnyoxtaEMA_gfC2,0FAC
mnDqoj8FHIaokG5lnvpzrrp3JIx_geJ_,1477920060.0,1478092860.0,104.0739744,30.6006525,10508,3,0.1482679862961553,2,0.0298598779100948,vmJqvv@DOBcmky3qwxgDuAk4DJB7nkB6,0B8D
srHjur-OFG0qozbgwqpLjzlbKKC3sdD2,1477920072.0,1478092872.0,104.0568592,30.6687925,184,3,0.217391304347826,35,0.0072934743239665,viyopq4EMzbopA6oplmJhom1HIJ0mmz5,0F57
ltFioibKMx-jpAchoqlzkzn.KHDbqhza,1477920074.0,1478092874.0,104.0893553,30.6867677,100,3,0.72,28,0.0100160064175724,ujGinu8JFy5kry1invrJfxtaAAu1nmJ4,040E
vhAnzu-DzD0lizckyukzqmo-NCv4nhy0,1477920080.0,1478092880.0,104.0712822,30.6550718,298,3,0.6040268456375839,33,0.0097617450726512,klGulm9NAA7jkz-luopIqov@OKuafjv7,0CBB
ogHfvt8JOI9qfJ6gnksHjwq2IOxcsgD4,1477920088.0,1478092888.0,104.0997276,30.6687684,172,3,0.3604651162790697,7,0.0088313976194449,lgIqwt6NBF1loDaerolHqpl5LMv8tkx3,0540
vhArqraOFv8mnJ7lvwtAiwl@MNE.qhE.,1477920090.0,1478092890.0,104.0928213,30.6459306,56,3,0.7142857142857143,24,0.0098428614104964,vsKqAw6ICv-nkF3pxslGrzv9KEz-phwc,09C9
vpGrqv2DOIbpmBcqqojGnsu3MzE9fjva,1477920102.0,1478092902.0,104.0991495,30.6662606,304,3,0.625,37,0.0099641482321251,klGulm9NAA7jkz-luopIqov@OKuafjv7,06B9
igCuyu_AHu6egI.gsrfynoq.CKH1nmJ3,1477920132.0,1478092932.0,104.0493543,30.6194413,24952,3,0.0703751202308432,4,0.0355936761423837,usyips4EOA.pqz2ipnsGlml9KEw8lrHc,1237
nszivq5OBv5iiG.muifzkqp2LJE4ldA9,1477920137.0,1478092937.0,104.0795941,30.6735183,5496,3,0.163391557496361,10,0.0127758727842071,jfIrsn5EDF6srBcgpktDmnq2GIAasqJ1,00AF
vfHqwv6JNE-oqJ0eploCizw7GBu6gkF2,1477920154.0,1478092954.0,104.0321589,30.7528867,22950,3,0.0745969498910675,2,0.0370675980160114,tnCpmi5JDv-rnz6mqqeFjzv-KLF6nku8,131D
ojymvl8Nzv7foCbqoilLhym6DIvbskG.,1477920155.0,1478092955.0,104.042216,30.7156858,4,3,1.0,2,0.0031500239856541,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0775
jjDmtl_KGH_jfz9outkyfAl@NMv4hnJa,1477920157.0,1478092957.0,104.0614812,30.703058,320,3,0.8375,29,0.0085965635662432,wgFltl9AOI1gjvclAppBpxu4KME7hlG-,002D
riIrzl4GJC6elx.epxnDnpv0HOwcejI4,1477920161.0,1478092961.0,104.0671903,30.694905,8,3,1.0,4,0.0039499427657574,xfEfss3HEE6nkz7rsrsMpsp8AJz7nkD6,0D51
wjFlwj9Ozy2mnC6ruolBmyw0KJu8qfDb,1477920165.0,1478092965.0,103.9628075,30.7009952,4178,3,0.1077070368597415,12,0.0218537575023604,jfIhpibzNv7hdE8juqnyoxtaEMA_gfC2,1242
lhDpmt4zAz3riH1eqneBmyj3NLF3njv_,1477920167.0,1478092967.0,104.0662596,30.6658784,1132,3,0.2173144876325088,18,0.0083229674006624,viyopq4EMzbopA6oplmJhom1HIJ0mmz5,0433
veMuon4BOHconD1nuirKgAv1Izx1mrv1,1477920172.0,1478092972.0,104.0683208,30.7188487,88,3,0.1363636363636363,32,0.0150159096599302,xqKmzv_NND.tfv3hxpjLjzv8zJEblsza,0B0D
kqFmql8FAxbpew-fowfEhlx@AKwbedwc,1477920183.0,1478092983.0,104.0383593,30.6661111,70,3,0.6857142857142857,29,0.0106757140851446,srEjms6NJBalhx6otxkykzp5AFx9jkD4,05E0
jeEkvq.NFC.tgvaerpsGuot9KzIcfqD0,1477920197.0,1478092997.0,104.0339721,30.7050616,316,3,0.1645569620253164,34,0.0069898750656579,jfIrsn5EDF6srBcgpktDmnq2GIAasqJ1,0905
ukBqnq7KJBbtrG8gslhCmlv7zDI1hmDb,1477920204.0,1478093004.0,104.0692694,30.6751864,2634,3,0.1313591495823842,16,0.0186165573390804,xqKmzv_NND.tfv3hxpjLjzv8zJEblsza,059C
